song_year,song_rank,singer,title,Genre,lyric,lyric_tokens
2022,1,IVE (아이브),LOVE DIVE,댄스,"네가 참 궁금해 그건 너도 마찬가지
이거면 충분해 쫓고 쫓는 이런 놀이
참을 수 없는 이끌림과 호기심
묘한 너와 나 두고 보면 알겠지

Woo 눈동자 아래로
Woo 감추고 있는 거
Woo yeah It’s so bad It’s good
난 그 맘을 좀 봐야겠어

Narcissistic, my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive

마음은 이렇게 알다가도 모르지
사랑이라는 건 한순간에 필 테니
직접 들어와 두 눈으로 확인해
내 맘 가장 깊은 데로 오면 돼

Woo 망설일 시간은
Woo 3초면 되는 걸
Woo yeah It’s so bad It’s good
원하면 감히 뛰어들어

Narcissistic, my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive

숨 참고 love dive
숨 참고 love dive
숨 참고 love dive
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive",눈빛 숨 놀 눈 시간 3초 이것 밤 호 마찬가지 충분해 내게로 네게 사랑 눈동자 테 한순간 마음 아래 궁금 확인 그것 서로
2022,2,(여자)아이들,TOMBOY,록/메탈,"Look at you 넌 못 감당해 날
Ya took off hook
기분은 Coke like brrr
Look at my toe
나의 Ex 이름 Tattoo
I got to drink up now
네가 싫다 해도 좋아

Why are you cranky, boy?
뭘 그리 찡그려 너
Do you want a blond barbie doll?
It’s not here, I’m not a doll

미친 연이라 말해
What’s the loss to me ya
사정없이 까보라고
You’ll lose to me ya
사랑 그깟 거 따위
내 몸에 상처 하나도 어림없지
너의 썩은 내 나는 향수나 뿌릴 바엔

Ye I’m a Tomboy (Umm ah umm)
Ye I’ll be the Tomboy (Umm ah)
This is my attitude
Ye I’ll be the Tomboy

I don’t wanna play this ping pong
I would rather film a Tik Tok
Your mom raised you as a prince
But this is queendom, right?
I like dancing, I love ma friends
Sometimes we swear
without cigarettes
I like to eh on drinking whiskey
I won’t change it, what the hell?

미친 척이라 말해
What’s the loss to me ya
사정없이 씹으라고
You’re lost to me ya
사랑 그깟 거 따위
내 눈에 눈물 한 방울 어림없지
너의 하찮은 말에 미소나 지을 바엔

Ye I’m a Tomboy (Umm ah umm)
Ye I’ll be the Tomboy (Umm ah)
This is my attitude
Ye I’ll be the Tomboy

Said you get it?
You get the song right,
you’ll get what I mean “Tomboy”

La la la la la la la la la
La la la la la la la la la
La la la la la la la la la
La la la la la la la la la
Three, two, one

It’s neither man nor woman
Man nor woman
It’s neither man nor woman
Just me I-DLE

It’s neither man nor woman
Man nor woman
It’s neither man nor woman
Just me loving Tomboy",몸 미소 하나 눈물 기분 척 감당 사랑 이름 향수 상처 눈 따위 바 방울 연 지
2022,3,김민석,취중고백,발라드,"뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어
친구들 만나서 오랜만에
술을 좀 했는데
자꾸만 니 얼굴 떠올라
무작정 달려왔어
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯
주말엔 뭐할거냐며
너의 관심 끌던 나를
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
진심이야 믿어줘
갑자기 이런 말 놀랐다면 미안해
부담이 되는게 당연해
이해해 널
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래
후회없이 잘 해주고 싶은데
그 후에도 니가 싫다면
나 그때 포기할게
귀찮게 안할게 혼자 아플게
진심이야 너를 사랑하고 있어",고백 눈물 전화 사람 후회 진짜 때문 부담 오랜만 골목 진심 정말 술 미안 이해 일주일 사랑해 주말 산거야 생색 안할 친구들 집 대책 한번씩 누나 사랑 후 생각 당연 선물 놀이터 나올래 얼굴 포기할 뭐할거냐 그때 관심 대답하진마 아플게
2022,4,멜로망스,사랑인가 봐,"발라드, 국내드라마","너와 함께 하고 싶은 일들을
상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들 생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
너의 행복해하는 모습을 보고 있으면
나도 모르게 따라 웃는데
이 정도면 알아줄 만하잖아
너도 용기 낼만 하잖아
나만 이런 게 아니라면
우리 만나볼 만하잖아
아무래도 사랑인가 봐",행복 상상 종 만 텐데 하룰 사랑 누구 밤 모습 들 정도 용기 생각 행동 일상
2022,5,임영웅,사랑은 늘 도망가,"발라드, 국내드라마","눈물이 난다 이 길을 걸으면
그 사람 손길이 자꾸 생각이 난다
붙잡지 못하고 가슴만 떨었지
내 아름답던 사람아
사랑이란 게 참 쓰린 거더라
잡으려 할수록 더 멀어지더라
이별이란 게 참 쉬운 거더라
내 잊지 못할 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
바람이 분다 옷깃을 세워도
차가운 이별의 눈물이 차올라
잊지 못해서 가슴에 사무친
내 소중했던 사람아
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
기다림도 애태움도 다 버려야 하는데
무얼 찾아 이 길을 서성일까
무얼 찾아 여기 있나
사랑아 왜 도망가
수줍은 아이처럼
행여 놓아버릴까 봐
꼭 움켜쥐지만
그리움이 쫓아 사랑은 늘 도망가
잠시 쉬어가면 좋을 텐데
잠시 쉬어가면 좋을 텐데",무엇 소중 눈물 옷깃 가슴 사람 이별 텐데 사랑 그리움 차올라 생각 아이 바람 손길
2022,6,IVE (아이브),ELEVEN,댄스,"따분한 나의 눈빛이
무표정했던 얼굴이
널 보며 빛나고 있어
널 담은 눈동자는 odd

내 안에 빼곡하게 피어나는 blue
내가 지금 느끼는 이 감정들은 true
내 입술을 간지럽힌 낯선 그 이름
난 몰랐어 내 맘이 이리 다채로운지

긴 꿈을 꾸게 해 이 방은 작은 heaven
춤을 추곤 해 실컷 어지러울 만큼
Oh my, oh my god
한 칸 더 채우고 있어
잘 봐 1, 2, 3, 4, 5, 6, 7
You make me feel like eleven

투명한 너와 나의 사이
가만히 들여다보다
일렁인 물결 속으로
더 빠져드는 걸

그날 향기로운 보랏빛의 mood
셀 수 없이 반복해도 기분 좋은 꿈
감히 누가 이렇게 날 설레게 할 줄
난 몰랐어 내 맘이 이리 다채로운지

긴 꿈을 꾸게 해 이 방은 작은 heaven
춤을 추곤 해 실컷 어지러울 만큼
Oh my, oh my god
한 칸 더 채우고 있어
잘 봐 1, 2, 3, 4, 5, 6, 7
You make me feel like eleven

내 앞에 있는 너를
그 눈에 비친 나를 (그 눈에 비친 나를)
Aya, aya, aya (가만히 바라봐)
내 앞에 있는 너를
그 눈에 비친 나를
가만히 바라봐

Don't say now
서둘러 오진 마
이 순간이 좋아 난
미처 몰랐어 내 맘이 이리 다채로운지

긴 꿈을 꾸게 해 이 방은 작은 heaven
춤을 추곤 해 실컷 어지러울 만큼
Oh my, oh my god
한 칸 더 채우고 있어
잘 봐 1, 2, 3, 4, 5, 6, 7
You make me feel like eleven

내 앞에 있는 너를
그 눈에 비친 나를
Aya, aya, aya
내 앞에 있는 너를
그 눈에 비친 나를
사랑하게 됐거든",눈빛 순간 빼곡하 물결 이름 눈 칸 누구 다채 4 감정들 무표정 향기로운 5 입술 7 투명 2 기분 안 방 보랏빛 사랑 눈동자 춤 반복해 6 지 사 1 얼굴 따분 만큼 3 빠져드 그날 꿈 오진
2022,7,BIGBANG (빅뱅),봄여름가을겨울 (Still Life),록/메탈,"이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈
가을 타 겨울 내릴 눈 1년 네 번 또다시 봄

정들었던 내 젊은 날 이제는 안녕
아름답던 우리의 봄 여름 가을 겨울

“Four seasons with no reason.”
비 갠 뒤에 비애(悲哀) 대신 a happy end
비스듬히 씩 비웃듯 칠색 무늬의 무지개
철없이 철 지나 철들지 못해(still)
철부지에 철 그른지 오래, Marchin’ 비발디
차이코프스키, 오늘의 사계를 맞이해
마침내, 마치 넷이 못내

Boy 저 하늘만 바라보고서
사계절 잘 지내고 있어 Good-bye
떠난 사람 또 나타난 사람
머리 위 저세상
난 떠나 영감의 amazon
지난 밤의 트라우마 다 묻고
목숨 바쳐 달려올 새 출발 하는 왕복선
변할래 전보다는 더욱더
좋은 사람 더욱더
더 나은 사람 더욱더
아침 이슬을 맞고 내 안에 분노 과거에 묻고
For Life

울었던 웃었던 소년과 소녀가 그리워 나
찬란했던 사랑했던 그 시절만 자꾸 기억나

계절은 날이 갈수록 속절없이 흘러
붉게 물들이고 파랗게 멍들어 가슴을 훑고

언젠가 다시 올 그날 그때를 위하여 (그대를 위하여)
아름다울 우리의 봄 여름 가을 겨울

La la la la la la la la la la la
La la la la la la la la la la la
La la la la la la la la la la la
La la la la la la la la la la la

이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈
가을 타 겨울 내린 눈 봄 여름 가을 겨울","영감 녘 칠색 못해still 사람 무지개 눈 비 뒤 출발 하늘 겨울 밤 마침내 한여름 철 분노 무늬 1년 목숨 찬란 가슴 차이코프스키, 오늘 비애悲哀 안 트라우마 왕복선 사랑 시절 꽃 이슬 맞이 넷 소녀 아침 계절 철부지 대 사계 머리 전 그때 저세상 변할래 이듬해 비발디 과거 여름 그날 소년 사계절"
2022,8,"경서예지, 전건호",다정히 내 이름을 부르면,발라드,"끝없이 별빛이 내리던 밤
기분 좋은 바람이
두 뺨을 스치고
새벽 바다 한곳을 보는
아름다운 너와 나
그림을 그려갔어
모래 위 떨린 손끝으로
날 향해 웃어주는 입술
끝 모양과 저 달보다
사랑스러운 두 눈을 가진 네가
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
남은 내 모든 날을 너에게
다 줘도 안 아까워
이제서야 내가
사랑에 눈을 뜬 건 가봐
경험하지 못했고
믿기지 않는 일만
일어나고 있는 거 아니
5월에 피는 봄꽃 처럼
내 사랑도 피어나
부는 바람에 살며시 실어 보내
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
설레는 지금이
꿈이 아닌 걸 알잖아
난 더 바랄 게 없어
먼 훗날 내 생애
아주 작은 소리로
귓가에 말할 거야
내 곁에 머물러줘서
마음 다해 고맙다고
어떤 말로도 표현 못 할
내 인생의 전부였다고
이 순간 너를 꼭 안고
고백할게 언제나
우리 모든 날들과
별빛 아래 우리 그림자
제일로 특별하다고
길고 긴 겨울 끝을 지나
너의 앞에 서있는 지금
선명한 목소리로
널 사랑한다고
말할게",손끝 소리 순간 제일 목소리 모양 고백할 뺨 이름 생애 경험 눈 바 특별 저 귓가 인생 달 일 하늘 그림자 겨울 밤 훗날 말할 날들 그림 바다 바람 입술 표현 기분 한곳 준비 사랑 새벽 5월 선물 선명 마음 봄꽃 곁 지금 별빛 모 끝 아래 처럼 전부 꿈
2022,9,싸이 (PSY),That That (prod. & feat. SUGA of BTS),댄스,"20 22
PSY Coming back (이리 오너라)

Long time no see huh?
오래간만이지 huh?
우리 다시 웃고 울고 지지고 볶고
Let’s get loco

Pandemic's over uh
그래 기분이 오져 uh
다시 그분이 오죠 uh
Everybody say

뻑적지근해
걸쩍지근해
시끌벅적거리네
너무 좋아 북적거리네
동서남북 Aye
강남강북 Aye
싹 다 모여 Throw yo hands in the air
I say yeah

Can you feel it?
Can you feel it?
Oh oh woo yeah Oh woo oh

Can you feel it?
Can you feel it?
Oh oh woo yeah Ah

준비하시고 (Go) 쏘세요 (Oh)
That that I like that (Like that)
기분 좋아 Babe (Babe)
흔들어 좌 우 위 아래로 (Sing it)
One two three to the four (Sing it)

That that I like that
That that I like that babe
That that I like that
It’s like that that yo

That that I like that
That that I like that babe
That that I like that
It’s like that

야 내가 뭐 하는 사람인지 까먹었지?
That that I like that (Like that)
시간이 지나도 변함없이
That that I like that (Like that)
I don't care I don't care that I like that
That that I like that (Like that)
내가 바라보고 바라왔던 사람들아
모두 다 Ready set go
되려 늘어난 맷집 때리던 분이 불편하겠지
너네 바람대로 망할 거라 고사 지낸
사람들을 모아다가 가볍게 때찌
적당히 하라고 Oh oh oh
그냥 닥치고 다 같이 놀아보자고 Oh oh oh
민윤기와 박재상

Can you feel it?
Can you feel it?
Oh oh woo yeah Oh woo oh

Can you feel it?
Can you feel it?
Oh oh woo yeah Ah

준비하시고 (Go) 쏘세요 (Oh)
That that I like that (Like that)
기분 좋아 Babe (Babe)
흔들어 좌 우 위 아래로 (Sing it)
One two three to the four (Sing it)

That that I like that
That that I like that babe
That that I like that
It’s like that that yo

That that I like that
That that I like that babe
That that I like that
It’s like that that yo

Do what you wanna
Say what you wanna
Do what you wanna (Say what?)
That that I like that babe

Do what you wanna
Say what you wanna
Do what you wanna (Say what?)
That that I like that babe
That that I like that",불편 망 사람 그분 시간 때찌 시끌벅적거리네 걸쩍지근해 사람들아 22 오래간만 20 좌 박재상 맷집 기분 고사 오너 준비하시 동서남북 지 민윤기 분 사람들 뻑적지근해 강남강북 아래 오져
2022,10,BIG Naughty (서동현),정이라고 하자 (Feat. 10CM),R&B/Soul,"Back to the day
갓 10대가 됐을 때
그때 내가 널 보지 못했다면
어땠을까 해
왜인지 외로워지는 밤에 You say
흐린 추억 속에 네게 안겨 잠드네
Yeah 친구들과의 술자리
나는 또 네 얘기를 꺼내
보고 싶다는 넋두리에
친구들 답은 뻔해
10년도 더 된 애를 사랑할 수 있냬
이제 그만 잊으래
근데 그게 잘 안돼
그래 걔 말마따나
넌 아담의 사과일 수도
But 난 신을 안 믿으니까
네 전화 바로 픽업
지금 주소 찍어
어디든 상관없어 다 갈 테니까
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네가 뭘 알아
이건 사랑이 맞아
분명 약속했단 말이야
I know I’m wrong
그 자리에 그대로
두고 온 기억들을
더듬고 있을 때면
You say
그건 사랑이 아냐
그건 미련이 아냐
그냥 정리하고 가자
아메리카노보단 라떼를
맛있게 내리던 네 집 앞 카페를
매일 같이 갔었었던 그때를
내려줄게 쓰지 않아 이제는
넌 매일 밤 예뻐 예뻐
해주며 날 재워 재워
식어버린 널 데워 태워
꿈에서 날 깨워 줘
버려진 기억들 속에서
쓸만한 컷들을 찾고 있어
이미 내 곁에 더는 없는 너지만
난 너를 느낄 수 있어
닿을 듯 안 닿을 듯
떠나는 뒷모습이
왜인지 행복해 보여
너라도 행복해줘
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네가 뭘 알아
이건 사랑이 맞아
분명 약속했단 말이야
I know I’m wrong
그 자리에 그대로
두고 온 기억들을
더듬고 있을 때면
You say
그건 사랑이 아냐
그건 미련이 아냐
그냥 정리하고 가자
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네 말이 맞아
이건 사랑이 아냐
그냥 정리하고 가자",전화 사과 꿈 답 아메리카노보단 카페 어디 10년 상관 행복 신 픽업 라 매일 있냬 주소 정리 추억 밤 기억들 근데 아담 왜 술자리 뒷모습 친구들 사랑 집 10대 자리 말마따 컷 테 미련 분명 만 넋두리 정 곁 그때 애 걔 그것 약속 얘
