song_year,song_rank,singer,title,Genre,lyric,lyric_tokens
2005,1,SG 워너비,죄와벌,발라드,"너무나 사랑한게 죄였나봐
떠날까봐 널 가뒀으니
내게만 보여줬던 니 모습은
혼자 숨겨두고 싶었어
달콤한 독이 되어 퍼져버린
너에 대한 내 미련들이
가녀린 내 사랑을 헤쳐갔어
내게서 널 뺏어간거야
이젠 보낼게 널 놓아줄게
내가 없는게 더 행복한 너라면
못난 내사랑도 못된 미련도
난 혼자 남아 지워갈게
차츰 넌 향기 없는 꽃이 되어
원망하듯 시들어갔어
미안해 내 사랑이 서툴러서
너를 다치게 했었나봐
이젠 보낼게 널 놓아줄게
내가 없는게 더 행복한 너라면
못난 내사랑도 못된 미련도
난 혼자 남아 지워갈게
행복해도돼 꼭 그래야해
그것만 믿고 널 보내는 나니까
마지막 인사로 이 말만 해줘
조금은 사랑했었다고
아픈 가슴을 치며 그리워져도
널 찾지는 않을거야
마지막 인사로 이 말만 해줘
조금은 사랑했었다고
이젠 보낼게 널 놓아줄게
내가 없는게 더 행복한 너라면
못난 내사랑도 못된 미련도
난 혼자남아 지워갈게
행복해도돼 꼭 그래야해
그것만 믿고 널 보내는 나니까
마지막 인사로 이 말만 해줘
조금은 사랑했었다고
나 혼자 남아 지워갈게",않을거야 내사랑 독 모습 내게 달콤한 했었나봐 인사 행복 마지막 미안 죄였나봐 향기 보낼게 지워갈게 가슴 사랑 미련들 뺏어간거야 행복해도 사랑한 꽃 혼자남아 미련 떠날까봐 지워갈 이젠 그것 원망
2005,2,버즈,겁쟁이,록/메탈,"미안합니다
고작 나란 사람이
당신을 미친 듯 사랑합니다
기다립니다
잘난 것 하나 없는데
염치없이 당신을 원합니다
세상을 더 헤매어 봐도
눈을 더 크게 뜨고 찾아도
당신은 단 하나란 걸 알아서
내가 꼭 갖고 싶지만
날 사랑해줘요
날 울리지마요
숨 쉬는 것보다
더 잦은 이 말 하나도
자신 있게 못하는
늘 숨어만 있는
나는 겁쟁이랍니다
미안합니다
미련한 미련 때문에
내 손으로 당신을 못 놉니다
내 눈에 당신이 박혀서
다른 무엇도 볼 수 없어서
가슴에 옮겨와 달라는 말도
이젠 해보고 싶지만
날 사랑해줘요 날 울리지마요
숨 쉬는 것보다
더 잦은 이 말 하나도
자신 있게 못하는
늘 숨어만 있는
나는 겁쟁이랍니다
조금씩 커져가는 사랑은
한 번씩 나도 몰래
새어 나와서
길을 잃은 아이처럼
울고 보채도
터진 내 맘은 모르겠죠
눈을 감지 마요
나를 바라봐요
당신의 귓가에
다가가 말하려 해도
당신 앞에 설 때면
뒷걸음만 치는
그저 난 겁쟁이랍니다
그대만 나는 기다립니다",겁쟁이 숨 염치 사람 눈 아이 때문 손 미련한 귓가 조금씩 미안 무엇 마요 가슴 치 사랑 세상 울리지마요 미련 하나 당신 뒷걸음 이젠 새 자신
2005,3,윤도현,사랑했나봐,록/메탈,"이별은 만남보다 참 쉬운 건가봐
차갑기만 한 사람
내 맘 다 가져간걸 왜 알지 못하나
보고싶은 그 사람

사랑했나봐 잊을 수 없나봐
자꾸 생각나 견딜수가 없어
후회하나봐 널 기다리나봐
또 나도 몰래 가슴 설레어와
저기 널 닮은 뒷 모습에

기억은 계절따라 흩어져 가겠지
차갑기만 한 사람
빈 가슴 애태우며 난 기다리겠지
어설픈 내 사랑은

사랑했나봐 잊을수 없나봐
자꾸 생각나 견딜 수 가 없어
후회 하나봐 널 기다리나봐
또 나도 몰래 가슴 설레어와
저기 널 닮은 뒷 모습에

기억은 계절따라 흩어져 가겠지
차갑기만 한 사람
빈 가슴 애태우며 난 기다리겠지
어설픈 내 사랑은

못되게 눈 돌리며 외면한
니 모습 모른 척 할래
한번쯤은 날 뒤돌아 보며
아파했다 믿을래

바보인가봐 한마디 못하는
잘 지내냐는 그 쉬운 인사도
행복한가봐 여전한 미소는
자꾸만 날 작아지게 만들어
멀어지는 니 모습처럼

언젠가 다른사람 만나게 되겠지
널 닮은 미소짓는
하지만 그 사람은 니가 아니라서
왠지 슬플 것 같아
잊을 수 없는 사람 -",행복한가봐 사람 후회 다른사람 모습 외면 눈 미소 인사 건가봐 미소짓 믿을래 가져간걸 사랑했나봐 가슴 기다리나봐 사랑 이별 한번쯤 기억 계절 할래 여전 바보인가봐 없나봐 한마디
2005,4,SG 워너비,살다가,발라드,"살아도 사는 게 아니래
너 없는 하늘에
창 없는 감옥 같아서
웃어도 웃는 게 아니래
초라해 보이고
우는 것 같아 보인대
사랑해도 말 못 했던 나
내색조차 할 수 없던 나
나 잠이 드는 순간조차
그리웠었지
살다가 살다가 살다가 너 힘들 때
나로 인한 슬픔으로
후련할 때까지
울다가 울다가 울다가 너 지칠 때
정 힘들면 단 한 번만 기억하겠니
살다가
웃어도 웃는 게 아니래
초라해 보이고
우는 것 같아 보인대
사랑해도 말 못 했던 나
내색조차 할 수 없던 나
나 잠이 드는 순간조차
그리웠었지
살다가 살다가 살다가 너 힘들 때
나로 인한 슬픔으로
후련할 때까지
울다가 울다가 울다가 너 지칠 때
정 힘들면 단 한 번만 기억하겠니
우린 마지못해 웃는 거겠지
우린 마지못해 살아가겠지
내 곁에 있어도 나의 곁에 있어도
눈물나니까
살다가 살다가 살다가 너 힘들 때
나로 인한 슬픔으로
후련할 때까지
태워도 태워도 태워도 남았다면
남김없이 태워도 돼
후련할 때까지
나 살다가
나 살다가",창 후련 순간 기억 내색 곁 초라 하늘 감옥 살 한 잠 보인대 사랑해
2005,5,SG 워너비,광(狂),발라드,"이렇게 또 하루를 버텨냈어
너의 기억 꼭 끌어안고
나보다 나은 사람을 만났어도
기다려줄게
내 눈은 이렇게 나빠졌는데
왜 너만은 알아 보는지
세상이 날 버린다해도
너 하나만 돌려줘
너를 다시는 못볼것 같아서
너 없인 안될것 같아서
한번만 너 아닌 날 위해
살아봐도 괜찮겠니
아파도 널 훔쳐보겠어
내 눈에 널 숨기고
절대 울지 않아 널 흘리지 않아
내 눈에 사는 너니까
잘 안돼 널 잊으려 해보는 일
나완 어울리지 않나봐
그리움을 잘라내는게
담배보다 힘들어
너를 다시는 못볼것 같아서
너 없인 안될것 같아서
한번만 너 아닌 날 위해
살아봐도 괜찮겠니
아파도 널 훔쳐보겠어
내 눈에 널 숨기고
절대 울지 않아 널 흘리지 않아
내 눈에 사는 너니까
못 견디게 그리워 도저히 안되겠어
못 이기는 척해
한번만 내게 져주면 돼
눈물을 다 쏟아 버려도
추억을 다 쓰고 버려도
눈물이 나는 건 너 없는
나를 잘 알기 때문에
세상에 소리쳐 말할게
이렇게 널 사랑해
다신 놓지 않아 널 보내지 않아
그게 날 살게 할 테니",눈물 척 사람 눈 이기 않나봐 때문 일 나완 추억 말할 담배 없 사랑해 못볼것 살 한번 세상 테 기억 하나 하루 그리움
2005,6,엠투엠 (M To M),세글자 (드라마 '루루공주' 김정은 메인 테마),발라드,"하루 단 하루라도 좋겠어
널 잊고 살수만 있다면
쉴새없는 눈물을 잠근채
나의 그리움을 거둔채

한 번 꼭 한번이면 될텐데
난 참 그 말이 어려웠어
너만 보면 자꾸 바보가 돼
그림자 뒤로 숨게만 돼

내게는 이 세상 제일 슬픈 세글자
차마 너를 향해 줄 수 없던 세글자
매일 내 가슴에 눈물로 썼다가
다시 한숨으로 지우는 말

나 혼자 말하고 나 혼자 듣는 말
끝내 너의 곁엔 닿지도 못할 외로운 말
사랑해 그 세글자가 늘 나를 아프게 해

이젠 제발 좀 그만하자고
다신 아파하지 말자고
시간으로 덮고 또 덮어도
널 가리지는 못하나봐

내게는 이 세상 제일 슬픈 세글자
차마 너를 향해 줄 수 없던 세글자
매일 내 가슴에 눈물로 썼다가
다시 한숨으로 지우는 말

나 혼자 말하고 나 혼자 듣는 말
끝내 너의 곁엔 닿지도 못할 외로운 말
사랑해 그 세글자가 늘 나를 아프게해

내 마음 하늘위에 쓸까 바람에게 말할까
그럼 니가 볼까 너의 곁에 전해질까

어쩌면 이 세상 제일 흔한 세글자
내겐 이렇게도 힘에 겨운 세글자
울음부터 나서 목이 메어와서
꺼내기도 전에 되담는말

천번도 만번도 더 삼킨 한 마디
아마 평생가도 못 다할 짧은 그 한마디
사랑해 그 세글자에
또 이렇게 눈물만 -",눈물 힘 마디 한 시간 겨운 되담는말 하늘위 채 뒤 그림자 천번 바보 만번 사랑해 목 평생 쉴새없 가슴 한숨 한번 세상 하루 마음 곁 전 그리움 이젠 내겐 세글자 한마디
2005,7,김종국,제자리 걸음,발라드,"죽도록 힘겨워도
몸서리치게 외로워도
너를 그리워하지 않는 게
더 쓸쓸한 일인데
늘 네 생각 하나에 살고
하룰 다 써도 모자라서
다음 날도 그 다음 날에도
더해가는 그리움에
또 하루가 흘러 또 한 달이 흘러
일년이라는 시간이 흘러
자꾸만 느는 거짓말 같은 날이
날 반기지만
천 걸음을 가도 만 걸음을 걸어도
난 언제나 제자리 걸음
떠나고 싶어도 못 떠나
네가 와줄까 봐
네 소리에 심장이 멎고
너의 미소에 몸이 굳어
사랑한다 너를 사랑한다
입술조차 떼기 전에
또 하루가 흘러 또 한 달이 흘러
일년이라는 시간이 흘러
자꾸만 느는 거짓말 같은 말이
날 반기지만
천 걸음을 가도 만 걸음을 걸어도
난 언제나 제자리 걸음
떠나고 싶어도 못 떠나
네가 와줄까 봐
왜 항상 사랑은 받는
너에게 관대한 거니
이렇게 널 잊지 못한
네 앞에서 눈물 나게 하면서
잊는 것보다 아픈 게
나은 거라 난 믿으니까
안 돌아와도 돼 날 사랑 안 해도 돼
넌 내 안에 제자리 걸음
보내고 싶어도 못 보내
널 사랑하니까",천 소리 눈물 일년 미소 시간 거짓말 반기 달 일 입술 다음 심장 하룰 안 사랑 제자리 생각 쓸쓸 몸 하나 하루 전 그리움 관대
2005,8,버즈,가시,록/메탈,"너없는 지금도 눈부신 하늘과
눈부시게 웃는 사람들
나의 헤어짐을 모르는 세상은
슬프도록 그대로인데
시간마저 데려가지 못하게
나만은 널 보내지 못했나봐
가시처럼 깊게 박힌 기억은
아파도 아픈 줄 모르고
그대 기억이 지난 사랑이
내 안을 파고드는 가시가 되어
제발 가라고 아주 가라고
애써도 나를 괴롭히는데
아픈 만큼 너를 잊게 된다면
차라리 앓고 나면 그만인데
가시처럼 깊게 박힌 기억은
아파도 아픈 줄 모르고
그대 기억이 지난 사랑이
내 안을 파고드는 가시가 되어
제발 가라고 아주 가라고
애써도 나를 괴롭히는데
너무 사랑했던 나를
그게 두려웠던 나를
미치도록 너를 그리워했던
날 이제는 놓아줘
보이지 않아 내안에 숨어
잊으려하면 할 수록 더 아파와
제발 가라고 아주 가라고
애써도 나를 괴롭히는데",너없 가시 기억 안 하늘 못했나봐 사랑 만큼 시간 세상 수록 사람들
2005,9,MC몽,I Love U Oh Thank U (Feat. 김태우 Of God),랩/힙합,"I love U oh thank U
언제나 내 맘속엔 나는 니가 있어
나는 느낄 수 있어
니가 어디에 있던 나는 갈수 있어
그래야 이 힘든 삶을 살수 있어

I love U oh thank U
난 사랑을 몰랐어
못났어 욕심과 자만을 멈출줄 몰랐어
잘났어 항상 제멋에 나는 살았어
시작과 끝을 알수 없는 길을 걸었어

그래 결코 넌 내게 쉽지 않은 사람이야
우린 저 높은 태양처럼 식지 않는 사랑이야
수많은 별들도 우릴 축복해주는 밤이야
이제야 내가 너로 인해 변할수 있는 기회야

너로 인해 난 사랑을 알고 사랑을 믿고
너로 인해 난 믿음을 알고 꿈을 꾸고
I love U oh thank U 고마워 사랑을 배웠어
I love U oh thank U

너보다 좋은건 이 세상에 없는걸
너의 사랑 그보다 큰 선물은 없어
늘 곁에 있어준 그 하나로 충분해
I want U so I love U so thank U

때론 내 이기심에 너를 가둬둘지도 몰라
힘든 날이 많아 니가 많이 울지도 몰라
내가 못나 부족하고 모잘라
니가 견디기 힘들지도 몰라 날 떠날지 몰라

하지만 날 놓치면 결국 후회할지도 몰라
감히 어떤 누구도 우리 사이는 못 갈라
우리 같은 인연은 다시 태어나도 못 만나
너만을 지켜주며 숨 쉬게 할 수 있는 나

그래 결코 넌 내게 쉽지 않은 사람이야
우린 저 높은 태양처럼 식지 않는 사랑이야
수많은 별들도 우릴 축복해주는 밤이야
이제야 내가 너로 인해 변할수 있는 기회야

오늘도 눈을 감아 니 얼굴을 상상하고
내일도 눈을 감아 우리 미래를 그려보고
I love U oh thank U 고마워 사랑을 배웠어
I love U oh thank U 고마워

너보다 좋은건 이 세상에 없는걸
너의 사랑 그보다 큰 선물은 없어
늘 곁에 있어준 그 하나로 충분해
I want U so I love U so thank U

검은 머리 파 뿌리 될 때까지 널 사랑할께
세상이 반쪽이 되도 끝까지 널 지켜줄께
슬플때는 기대 나는 어깨가 되어줄께
아플때면 기대 나는 너의 약이 되어줄께

고마워 날 웃게해준 너의 미소가
고마워 날 일깨워준 너의 충고가
고마워 미래를 만들어준 믿음과
I love U oh thank U 고마워 고마워

너에게 약속해 변하지 않는 나를
누구보다 너에게 잘할수 있는 날
부족해 보여도 항상 웃어주는 너
I want U so I love U so thank U

그래 결코 넌 내게 쉽지 않은 사람이야
우린 저 높은 태양처럼 식지 않는 사랑이야
수많은 별들도 우릴 축복해주는 밤이야
이제야 내가 너로 인해 변할수 있는 기회야

결코 넌 내게 쉽지 않은 사람이야
우린 저 높은 태양처럼 식지 않는 사랑이야
수많은 별들도 우릴 축복해주는 밤이야
I love U oh thank U 고마워 고마워

I want U I love U thank U
my baby my lady
my lovely yeah -",시작 상상 숨 사람 후회 눈 미소 삶 어디 욕심 저 누구 되 어깨 부족해 좋은건 인연 밤 모잘라 내일 사이 축복 충분해 약속 없는걸 오늘 약 사랑 미래 별 기대 반쪽 믿음 세상 선물 하나 부족 자 기회 태양 곁 얼굴 머리 파 충고 끝 때론 꿈 뿌리 제멋
2005,10,채연,둘이서 (CF - 빙그레 '바나나맛 우유'),댄스,"나 나나나 난난나나난나
나 나나나 난난나나난나

나를 보고 있어 다가오고 있어
내가 보낸 눈빛에 끌려
말을 걸고 있어 빠져들고 있어
내가 거는 최면에 취해
오늘 너를 택했어
나를 한 번 안아봐
너의 외로운 맘
네 가슴에 모두 맡길게

조급히 서두르지마
좀 더 멋지게 다가와
가슴이 뜨거운 사랑
이 밤 너와 함께 느끼고파
사랑의 노래를 불러
너와 나 하나가 되어
멈출 수 없는 그 춤을
이 밤 너와 함께 추고 싶어

나 나나나 난난나나난나
내가 네게 줄 수 있는
사랑을 너에게 줄게

나 나나나 난난나나난나
거침없는 너의 사랑
너와 나 단 둘이서

너를 보고 있어 미소짓고 있어
네가 내게 다가 올 때까지
손짓하고 있어
내게 오고 있어
내가 보낸 눈빛에 끌려
오늘 너를 택했어
나를 한 번 안아봐
너의 외로운 맘
네 가슴에 모두 맡길게

조급히 서두르지마
좀 더 멋지게 다가와
가슴이 뜨거운 사랑
이 밤 너와 함께 느끼고파
사랑의 노래를 불러
너와 나 하나가 되어
멈출 수 없는 그 춤을
이 밤 너와 함께 추고 싶어

나 나나나 난난나나난나
내가 네게 줄 수 있는
사랑을 너에게 줄게

나 나나나 난난나나난나
거침없는 너의 사랑
너와 나 단 둘이서

나 나나나 난난나나난나 - ",느끼고파 눈빛 난난나나난 하나 둘이 빠져들고 다 가슴 오늘 노래 사랑 서두르지마 최면 밤 춤 거침 손짓 맡길
